round,title,src,description,description_wc,thumbnail,redirect,Year
0,Apple Advertising Catalog,The Mothership,"The Premier Apple Lisa and Early Macintosh Archive, established in 1999, is the world's most comprehensive collection of materials related to Apple's groundbreaking Lisa and early Macintosh computers. This unparalleled resource offers an in-depth look at the development, launch, and impact of these revolutionary machines, which forever changed the landscape of personal computing. The archive features an extensive array of original documents, software, hardware, and promotional materials, providing researchers, enthusiasts, and historians with an invaluable window into the early days of Apple and the visionary leadership of Steve Jobs. In addition to the Lisa and Macintosh artifacts, the archive boasts the world's largest gallery of Apple advertising and brochures, spanning the company's entire history. From the iconic ""1984"" Macintosh commercial to the sleek product brochures of the iPhone era, this collection showcases Apple's unrivaled ability to capture the public's imagination and drive technological innovation. With its unmatched depth and breadth, The Premier Apple Lisa and Early Macintosh Archive is an essential resource for anyone seeking to understand the profound influence of Apple on the world of computing and beyond.

",178,./thumbnail/mac-ads.jpg,http://www.macmothership.com/gallery/gallery1.html,1976
0,In Defense of the Poor Image,Hito Steyerl,"Hito Steyerl explores the circulation and value of low-resolution, degraded images in the digital age. Steyerl, a renowned German artist, filmmaker, and writer, argues that these ""poor images"" - compressed, reproduced, and widely shared online - challenge traditional notions of visual quality and authenticity. She posits that the proliferation of poor images creates an alternative economy of visual content, one that resists the hierarchies and commodification of high-resolution images in capitalist media production. Steyerl traces the genealogy of poor images to the avant-garde and militant filmmaking practices of the past, drawing parallels to the work of Dziga Vertov and the concept of ""visual bonds"" among workers. She also examines the ambivalent status of poor images, acknowledging their potential for both progressive communication and capitalist exploitation. With a keen eye for the political and aesthetic implications of digital image circulation, Steyerl offers a nuanced perspective on the democratizing potential and subversive power of poor images in an age of information capitalism. Her essay serves as a critical reflection on the changing nature of visual culture and the role of images in shaping global networks of resistance and exchange.",186,./thumbnail/poor-image.jpg,https://www.e-flux.com/journal/10/61362/in-defense-of-the-poor-image/,2009
0,Fashion Scan Catalog,ARCHIVE.pdf,"ARCHIVE.pdf is a groundbreaking collaborative platform that brings the world of Archive Fashion to the digital realm. Founded in 2019, the project was born out of a passion for making rare and valuable offline fashion content accessible to a global audience. From its humble beginnings on Tumblr, ARCHIVE.pdf has evolved into a comprehensive resource for fashion enthusiasts, aspiring designers, and novices alike. The platform offers a curated selection of scans from hard-to-find fashion books, as well as original interviews, in-depth articles, and other exclusive content. By sourcing scans from contributors worldwide, ARCHIVE.pdf seeks to democratize access to these invaluable resources, which are often prohibitively expensive or quickly sold out on the secondhand market. The project aims to educate and inspire individuals across the globe by providing a wealth of visual information on world-renowned brands and designers that have shaped the fashion industry. Through its dedication to cultivating and refining the definition of Archive Fashion, ARCHIVE.pdf serves as an essential tool for anyone seeking to deepen their understanding and appreciation of this niche genre. As the platform continues to grow and evolve, it remains committed to providing everlasting value to fashion lovers everywhere.",191,./thumbnail/fashion-scans.jpg,https://www.archivepdf.net/all,2019
0,Pace Layering: How Complex Systems Learn and Keep Learning,Stewart Brand,"Stewart Brand, an American writer, thinker, and founder of the Long Now Foundation, introduced the concept of pace layering as a framework for understanding and designing change within complex systems. Brand argues that systems, whether buildings, organizations, or societies, consist of six distinct layers, each with its own rate of change: fashion, commerce, infrastructure, governance, culture, and nature. The fastest layer, fashion, encompasses rapidly changing trends and fads, while the slowest layer, nature, evolves on a geological time scale. Brand emphasizes the importance of allowing each layer to operate at its own pace, with faster layers providing adaptability and slower layers ensuring stability. He warns that misalignment between the layers can lead to instability and conflict. The pace layering concept has found applications in various fields, from architecture to organizational design and social change. It offers a valuable lens for understanding the intricate dynamics of change and highlights the need for designing systems that are adaptable and resilient across multiple time scales. By recognizing the differing paces of change within a system, decision-makers can create more effective strategies for managing and guiding change in a complex world.",186,./thumbnail/pace-layering.jpg,https://jods.mitpress.mit.edu/pub/issue3-brand/release/2,2018
0,Tokyo Noise,"Jan Röed, Johan Söderberg, Kristian Petri","""Tokyo Noise"" is a captivating documentary that explores the vibrant and multifaceted metropolis of Tokyo through the lens of its diverse sounds, movements, and cultural landscapes. The film features insightful interviews with renowned figures such as photographer Nobuyoshi Araki, game designer Shono, and musician Mayuko Hino, among others, who share their unique perspectives on various aspects of Tokyo's culture and society. From the cutting-edge world of robotics to the ancient traditions of Shintoism, the documentary delves into the city's fascinating contrasts and contradictions. Viewers are also introduced to intriguing subcultures, such as the ""love hotels"" that offer intimate spaces for couples, and a photography club dedicated to capturing the iconic Mount Fuji. Through these diverse narratives, ""Tokyo Noise"" paints a vivid portrait of a city that is constantly evolving, yet deeply rooted in its rich history and traditions. The documentary is a testament to the creativity and resilience of Tokyo's inhabitants, who navigate the complexities of modern life while preserving the essence of their cultural heritage. ""Tokyo Noise"" offers a sensory-rich journey into the heart of one of the world's most fascinating and dynamic cities.
",184,./thumbnail/tokyo-noise.jpg,https://youtu.be/ga6ZwfsS1cA?si=tw7S4sIt5SnXMKrC,2002
0,Bliz-aard Ball Sale,David Hammons,"David Hammons' iconic performance art piece ""Bliz-aard Ball Sale"" (1983) was captured in a series of 20 photographs by American photographer Dawoud Bey. The images depict Hammons selling snowballs of various sizes on the corner of Cooper Square in Lower Manhattan, New York. The snowballs are neatly arranged on a colorful rug, with Hammons presenting himself as a street vendor. Bey's photographs play a crucial role in documenting this ephemeral event, which has become one of the most frequently reproduced images of Hammons' oeuvre. The performance is characteristic of Hammons' artistic practice, which often involves flirtations with the illicit, the absurd, and the fraudulent. ""Bliz-aard Ball Sale"" has been featured in several exhibitions, including ""Radical Presence: Black Performance in Contemporary Art,"" a survey of performance art by African American and Caribbean artists. Hammons, known for his elusive nature and rare interactions with the media, has been influenced by various art movements, including Arte Povera. His unique approach to art, combining modesty, truculence, and wit, sets him apart in the contemporary art world. Bey's photographs of ""Bliz-aard Ball Sale"" serve as a testament to Hammons' radical independence and his ability to create poetic and thought-provoking works using unconventional materials and methods.

",199,./thumbnail/blizaard.jpg,https://aphelis.net/bliz-aard-ball-sale-david-hammons-1983/,1983
0,The End of Organzing,Dan Shipper,"Large language models (LLMs) like GPT-3 are set to revolutionize the way we organize and utilize our notes. The author argues that the traditional methods of organizing notes through tags, hierarchies, and links are often brittle and ineffective, leading to abandoned systems and underutilized information. However, with the advent of AI, the author envisions a future where LLMs can automatically organize, enrich, and synthesize our notes, making them more accessible and valuable than ever before. The article discusses three key ways in which AI models can solve the note-organizing problem: automatic tagging and linking, automated research reports, and a CoPilot-like experience for note-taking. By leveraging these capabilities, LLMs can turn our notes into intimate thought partners, presenting the right information at the right time and in the most effective format. The author emphasizes that the ultimate goal of note-taking is not to create a perfectly organized system, but rather to have the information readily available and usable when needed. As AI continues to advance, the future of note-taking looks increasingly promising, with tools that can truly think and organize information on our behalf.",182,./thumbnail/end-of-organizing.jpg,https://every.to/chain-of-thought/the-end-of-organizing,2023
0,Chistopher Alexander: Primer,Ryan Singer,"In this comprehensive livestream, the presenter Ryan Singer offers an accessible introduction to the seminal works and ideas of Christopher Alexander, a renowned architect, designer, and theorist. The talk focuses on Alexander's key concepts of form, context, and fit, emphasizing the importance of creating living, adaptable spaces that contribute to a better world. The presenter delves into Alexander's notion of centers, coherent regions in spatial structure, and how the strength and adaptability of these centers contribute to the overall design. The livestream also explores Alexander's concept of generative processes, which involve step-by-step adaptations and the use of pattern languages to create harmonious, context-specific designs. The presenter illustrates these ideas through various examples, from the Nolli plan of Rome to the redesign of a people screen in Basecamp. Throughout the talk, the presenter highlights the significance of Alexander's work in unifying design and construction, and how his ideas can be applied across diverse projects and scales. The livestream serves as an engaging primer on Christopher Alexander's transformative contributions to the fields of architecture, design, and beyond, making his complex ideas accessible to a broader audience.
",183,./thumbnail/alexander-primer.jpg,https://vimeo.com/491222729,2021
0,The Work of Art in the Age of Mechanical Reproduction,Walter Benjamin,"Walter Benjamin's seminal essay ""The Work of Art in the Age of Mechanical Reproduction"" (1935) is a groundbreaking work of cultural criticism that explores the impact of mechanical reproduction on the value and perception of art. Written during the Nazi regime in Germany, Benjamin argues that the advent of technologies such as photography and film has fundamentally altered the way art is created, experienced, and understood. He posits that mechanical reproduction diminishes the ""aura"" of an artwork, which he defines as its unique presence in time and space, and shifts the focus from the artwork's cult value to its exhibition value. Benjamin also examines the political implications of this shift, suggesting that the mass reproduction of art can be used for revolutionary purposes, but also warning of the dangers of the aestheticization of politics. The essay has had a profound influence on fields such as art history, media theory, and cultural studies, and has inspired the work of thinkers such as John Berger and Susan Sontag. As a Jewish intellectual living in exile during the rise of fascism, Benjamin's insights into the relationship between art, technology, and politics remain as relevant and thought-provoking today as they were almost a century ago.

",200,./thumbnail/art-age-mechanical.jpg,https://web.mit.edu/allanmc/www/benjamin.pdf,1935
0,Experiential Wisdom—Paññā,S. N. Goenka,"In this profound discourse on the nature of paññā (direct knowledge) and the path to liberation, the author delves into the core teachings of Vipassana meditation. Drawing from the wisdom of the Buddha, the author explains how the practice of objective awareness towards bodily sensations can lead to the eradication of deep-rooted sankhāras (mental formations) that bind one to the cycle of suffering. By maintaining equanimity in the face of impermanent sensations, the meditator progressively frees themselves from craving and aversion, ultimately attaining the blissful state of nibbāna. The author emphasizes that true liberation cannot be bestowed by any external entity, but must be achieved through one's own diligent effort and direct experience. Through the practice of Vipassana, the meditator gains insight into the nature of their attachments and the root causes of their suffering, allowing them to cultivate love, compassion, and inner peace. The author, a dedicated practitioner and teacher of Vipassana meditation, presents these profound truths with clarity and conviction, drawing from the rich legacy of the Buddha's teachings to offer a path of transformation and liberation accessible to all beings.
",182,./thumbnail/panna.jpg,https://www.vridhamma.org/discourses/Experiential-Wisdom-Pa%C3%B1%C3%B1%C4%81,
0,"Neural Networks, Manifolds, and Topology",Christopher Olah,"Christopher Olah, a renowned researcher in the field of artificial intelligence, has made significant contributions to the understanding and application of neural networks, manifolds, and topology. His work has shed light on the intricate mechanisms of deep learning, backpropagation, and network optimization, advancing the theoretical foundations of AI. Olah's exploration of manifold theory has provided a framework for understanding the high-dimensional spaces traversed by neural network representations, opening new avenues for enhancing their robustness and efficiency. Furthermore, his insights into the topological properties of neural networks have uncovered fundamental principles governing their loss landscapes and generalization capabilities. Olah's interdisciplinary approach, combining mathematics, computer science, and visualization techniques, has yielded groundbreaking discoveries that continue to shape the landscape of modern computing. As a research scientist at Google Brain and co-founder of the non-profit organization Distill, Olah's dedication to making complex ideas accessible has inspired a new generation of AI researchers. His contributions have not only deepened our theoretical understanding but have also paved the way for transformative advancements in artificial intelligence and machine learning, cementing his position as a visionary leader in the field",182,./thumbnail/colah-neuralnets.jpg,https://colah.github.io/posts/2014-03-NN-Manifolds-Topology/,2014
0,The Composable 3D Web,Josh Carpenter,"Experience the future of web development with the groundbreaking project led by a skilled team at Google. Dive into the innovative world of 3D building blocks for the web platform, spearheaded by the UX and Product lead. Explore the <model> element, a revolutionary addition enabling seamless integration of interactive 3D models into websites, thanks to meticulous prototyping, specifications, and visualizations. Delve into mesmerizing ""city"" animations, offering glimpses of a future where information surrounds us, accessible from diverse devices yet potentially fraught with dangers. Witness the meticulous attention to accessibility and rendering control, ensuring content availability across all user interfaces. The lead's expertise in product management, interaction design, and visual design shines through as they explore the intricacies of 3D CSS properties and the <model> element's functionalities. From responsive interfaces to real-world use cases, every aspect is meticulously crafted, utilizing tools like Cinema 4D and After Effects for animation and compositing. This visionary project not only pushes the boundaries of web development but also sets the stage for future innovations, resonating with the team's dedication to shaping the digital landscape.",178,./thumbnail/composable-3d-web.jpg,https://joshcarpenter.ca/composable-3d-web/,2019
0,Brainless slime mold grows in pattern like Tokyo’s subway system,Brainless slime mold grows in pattern like Tokyo’s subway system,,,./thumbnail/tokyo-slime.jpg,https://blogs.ubc.ca/communicatingscience2017w211/2018/01/29/brainless-slime-mold-grows-in-pattern-like-tokyos-subway-system/,2018
0,Society of the Spectacle,Guy-Ernest Debord,,,./thumbnail/society-spectacle.jpg,https://files.libcom.org/files/The%20Society%20of%20the%20Spectacle%20Annotated%20Edition.pdf,1967
0,A Cypherpunk's Manifesto,Eric Hughes,,,./thumbnail/cypherpunk-manifesto.jpg,https://www.activism.net/cypherpunk/manifesto.html,1993
0,They're Made out of Meat,Terry Bisson,,,./thumbnail/made-of-meat.jpg,https://www.mit.edu/people/dpolicar/writing/prose/text/thinkingMeat.html,1991
0,Television Delivers People,,"Produced in 1973, ""Television Delivers People"" is a seminal work in the now well-established critique of popular media as an instrument of social control that asserts itself subtly on the populace through ""entertainments,"" for the benefit of those in power-the corporations that mantain and profit from the status quo. Television emerges as little more than a insidious sponsor for the corporate engines of the world.",64,./thumbnail/tv-delivers.jpg,https://youtu.be/nbvzbj4Nhtk?si=NBfpEqv412bNQoCr,1973
0,All Watched Over by Machines of Loving Grace,Adam Curtis,,,./thumbnail/curtis-machines.jpg,https://youtu.be/YgADKpMStts?si=qfUPhJiACVohc6SI,2013
0,Visualizing Algorithms,Mike Bostock,,,./thumbnail/visualizing-algorithms.jpg,https://bost.ocks.org/mike/algorithms/,2014
0,Cosmos: Eratosthenes,Carl Sagan,"Explore the profound insights of ancient Greek polymath Eratosthenes through Carl Sagan's captivating narration in the science education series Cosmos (1980). Sagan delves into the intellectual prowess of Eratosthenes, who, in the 3rd century BCE, not only grasped the concept of Earth's spherical shape but also devised a remarkably accurate method to calculate its circumference. Eratosthenes, hailing from Cyrene, epitomized versatility, excelling in mathematics, geography, poetry, astronomy, and music theory. As the esteemed chief librarian at the Library of Alexandria, he championed the pursuit of knowledge. Sagan's meticulous retelling unveils Eratosthenes' ingenious methodologies, offering a captivating glimpse into the scientific acumen of ancient scholars. Through simple tools and astute observations, Eratosthenes unearthed profound truths about the cosmos, leaving an indelible mark on the annals of science. Join Sagan on a journey through history and intellect, as he pays homage to Eratosthenes and his remarkable legacy, illuminating the enduring brilliance of ancient thinkers.",151,./thumbnail/sagan-eratosthenes.jpg,https://youtu.be/G8cbIWMv0rI?si=UA20LVsOtoWiC3m5,1980
0,Planting in a Post-Wild World,"Thomas Rainer, Claudia West","In ""Planting in a Post-Wild World,"" landscape architects Thomas Rainer and Claudia West present a compelling vision for integrating nature back into our cities and suburbs. The authors argue that by designing landscapes that mimic the resilience, diversity, and aesthetics of wild plant communities, we can create a ""new nature"" that thrives within our built environments. The book serves as both a manifesto for this post-wild approach and a practical guide for implementing it. Rainer and West draw upon their extensive experience in landscape design and ecology to provide readers with the tools and knowledge needed to create dynamic, sustainable, and visually striking plant communities. They emphasize the importance of understanding the natural patterns and relationships between plants, and how to use this knowledge to create landscapes that are both ecologically functional and aesthetically pleasing. Through a combination of inspiring case studies, detailed planting strategies, and thought-provoking essays, ""Planting in a Post-Wild World"" offers a roadmap for reconnecting our urban and suburban spaces with the beauty and resilience of nature. Rainer and West's work is a vital contribution to the fields of landscape architecture and ecological design, and a must-read for anyone interested in creating a more sustainable and biophilic future.",200,./thumbnail/,https://www.thomasrainer.com/book,2015
0,"""Keep Designing"": How the Information Economy is Being Created and Shaped By the Hacker Ethic",Stewart Brand,"Stewart Brand, a renowned author, environmentalist, and futurist, argues that hackers—innovative and dedicated computer programmers—are the most influential and effective group of intellectuals since the framers of the U.S. Constitution. Brand highlights the hackers' success in liberating technology and reshaping the Information Age around the individual through personal computers, ultimately forcing corporate America to adopt their style and potentially saving the American economy. He emphasizes the hackers' ability to transform high tech into something that mass consumers actively participate in, rather than merely being passive recipients. Brand also delves into the unique culture and characteristics of hackers, portraying them as collaborative, humorous, and inclusive, despite their reputation as lone wolves. He notes their impressive economy of conversation and their ability to work together effectively, regardless of their financial status. Throughout the essay, Brand underscores the hackers' profound impact on society and their role in shaping the future of technology. As a pioneering figure in the counterculture movement and a co-founder of the Whole Earth Catalog, Brand brings a unique perspective to his analysis of the hacker ethic and its significance in the broader context of American innovation and progress.",188,./thumbnail/designing-hacker.jpg,https://www.tech-insider.org/personal-computers/research/acrobat/8505-a.pdf,1985
0,The Network Transformation,Aaron Swartz,"Aaron Swartz, a prominent programmer, activist, and writer, explores the shift from centralized one-to-many systems to decentralized many-to-many networks in the age of abundant information. He highlights the challenges posed by the end of scarcity in transmission capacity, such as financing information production and navigating through the vast amount of available content. Swartz emphasizes the crucial role of search engines and collaborative filtering mechanisms in this new landscape, as they become both essential tools and potential points of control. However, he notes the paradoxical centralizing influence these systems can exert due to the social entrenchment of the 'hit' phenomenon, where popular content gains disproportionate attention. Swartz raises the question of whether technical design can help counteract this tendency and promote a more balanced and diverse information ecosystem. As a co-founder of Reddit, a pioneering online platform for user-generated content and discussion, and a key figure in the development of the RSS standard and the Creative Commons licensing system, Swartz's insights are informed by his deep involvement in shaping the technical and social infrastructure of the internet. His work as an activist, advocating for open access to information and fighting against internet censorship, further underscores his commitment to fostering a more decentralized and democratized online world.
",204,./thumbnail/swartz-networks.jpg,https://youtu.be/7AG-fy-vK3w?si=BSzxvvHDCRRWeM1x,2007
0,Stanford Torus Speculative Free-Space Settlement,@granawkins,,,./thumbnail/stanford-torus.jpg,https://twitter.com/granawkins/status/1653223967631769600,2023
0,Explaining tech's notion of talent scarcity,Nadia Asparouhova,"Talent distribution in corporate cultures, particularly focusing on the software industry. They challenge the common assumption of a Pareto distribution, where a small percentage of top performers drive most of the results, and introduce two alternative models: normal distribution and bimodal distribution. The author argues that different types of companies benefit from different talent distributions based on the nature of the problems they are trying to solve. They highlight the concept of the ""10x developer"" in software engineering, which refers to individuals who are exceptionally skilled and can significantly outperform their peers. The author contrasts this with McKinsey's notion of ""top talent,"" which emphasizes hiring from the top percentile of a field. They suggest that the software industry often values singular, talented individuals whose unique abilities are difficult to replicate, as exemplified by the limited number of people worldwide who can perform certain specialized tasks in areas like AI research. The article raises questions about the trainability of these skills and the potential scarcity of such exceptional individuals. Through this analysis, the author provides a nuanced perspective on talent distribution and its implications for hiring, management, and corporate culture in the software industry and beyond.",194,./thumbnail/tech-talent.jpg,https://nadia.xyz/top-talent,2023
0,Herbert Bayer: The Extended Field of Vision,Olga Shpilko,"Extended field of vision, a theory developed by Herbert Bayer, an artist and designer associated with the Bauhaus school. Bayer's approach reflects the Bauhaus philosophy of ""Gesamtkunstwerk,"" which emphasizes a holistic and integrated approach to art creation and perception. The ""extended field of vision"" seeks to redefine the relationship between exhibition spaces and the viewer, creating a more immersive and engaging experience. Bayer's theory proposes a new spatial design for museum exhibitions, where expositional surfaces are strategically placed in different planes surrounding the viewer. This arrangement aims to create a sense of totality and encourage a more comprehensive understanding of the exhibited works. The text highlights the innovative nature of Bayer's theory and its potential to revolutionize the way exhibitions are designed and experienced. As a student and later a teacher at the Bauhaus, Bayer was deeply influenced by the school's interdisciplinary approach and its focus on the integration of art, design, and architecture. His ""extended field of vision"" theory reflects these principles and contributes to the Bauhaus legacy of pushing the boundaries of artistic expression and spatial design.",178,./thumbnail/bayer-vision.jpg,https://redmuseum.church/en/bayer-extended-field-of-vision,2022
0,Expansion of Gaze,Daria Kalugina,"Excerpt from ""Let's Place,"" a column on Haywire Magazine, author Daria Kalugina explores the concept of cinematic gaze within the context of video games. Kalugina argues that gaze, which encompasses camera placement, movement, and perspective, plays a crucial role in shaping the reality and experiences of players in digital environments. She highlights the unique ways in which gaze functions in video games, differing from its application in other media. Kalugina discusses various camera techniques employed in games, such as flat scrolling surfaces, free-flying cameras, and over-the-shoulder perspectives, emphasizing the gap between what the player sees and what their character perceives. This heightened view, she argues, is essential for driving the action of the game and bringing its environment to life. As a writer and researcher focusing on the intersection of art, technology, and gaming, Kalugina's insights shed light on the expanding role of cinematic gaze in the emerging medium of video games. Her analysis contributes to the growing discourse on the artistic and experiential possibilities of digital environments, highlighting the importance of gaze as a key tool for shaping immersive and engaging game worlds.",183,./thumbnail/expansion-gaze.jpg,https://redmuseum.church/en/ekspansiya-vzglyada,2023
0,"Move 37: Artificial Intelligence, Randomness, and Creativity",John Menick,"Concept of connectionist artificial intelligence (AI) and its relationship to learning and creativity. The author traces the rise of the connectionist movement, which sought to build computers that mimic the functioning of the human brain using silicon ""neurons"" that work in parallel and reinforce their own connections over time. The author highlights the success of this approach, particularly in the development of artificial neural networks that excel at pattern recognition tasks, such as identifying cats in photographs. The author contrasts this approach with symbolic AI and rule-based searches, noting that neural networks are better suited for certain types of games, like Go. The passage also challenges common misconceptions about machines, arguing that they can indeed make other machines, change functions, and operate on the same physical principles as living organisms. The author emphasizes the crucial role of learning in distinguishing deterministic and stochastic systems, proposing that a machine's ability to learn and incorporate experience into decision-making enables it to be creative and adaptive. The author's insights contribute to the ongoing discourse on the nature of intelligence, learning, and creativity in both biological and artificial systems.",184,./thumbnail/move-37-menick.jpg,https://www.johnmenick.com/writing/move-37-alpha-go-deep-mind.html,2016
0,Baubotanik,Technical University of Munich,"The article introduces the concept of ""Baubotanik,"" a term coined in 2007 at the University of Stuttgart's Institute of Theory of Architecture and Design, which refers to the fundamental approach of engineering with living plants. Baubotanik involves the interaction of technical joints and botanical growth to form innovative building techniques, creating compound structures where single plants merge into a larger organism and technical elements are integrated into the plant structure. The field of research, now based at the Professorship for Green Technologies in Landscape Architecture, is being developed through an interdisciplinary network. The use of trees and their growing process to create living plant constructions has a rich history in European gardening culture and can be found in various cultural contexts. The article highlights two important historical references: the living bridges grown by the Khasi people in North-East India, which demonstrate impressive dimensions and stability through a vernacular construction method, and the ""Tanzlinden"" (dancing lime) trees in Germany, which embody the horticultural concept of green spaces with sensual qualities. The article emphasizes the potential of Baubotanik as an innovative approach to sustainable architecture and landscape design, combining the principles of engineering, horticulture, and ecology to create living, functional structures.
",198,./thumbnail/baubotanik.jpg,https://www.arc.ed.tum.de/en/gtla/research/baubotanik/,2022
0,"Designing Urban Green Infrastructure as Dynamic Processes
",Technical University of Munich,"This doctoral research project aims to develop a comprehensive approach for designing urban green infrastructure (UGI) by considering the impact of microclimate factors on tree growth and canopy development. The study focuses on creating a 3D voxel-based model to maximize leaf area in cities, taking into account spatial limitations and environmental objectives. The project workflow consists of two main steps: 1) generating a conceptual voxel model with a target leaf area, and 2) optimizing the CityTree model with microclimate data to extract patterns of tree growth in urban areas. By integrating machine learning (ML) techniques, the research aims to predict growth rate changes based on the geometric features of adjacent buildings and surrounding trees. The ultimate goal is to develop a tree planting design tool that incorporates the ML-based growth rate changes model and tree growth competition between two trees into a single simulation model. This tool will provide planting suggestions based on the target leaf area defined in the 3D voxel model, enabling designers and urban planners to make informed decisions for achieving ecosystem services (ESS) in cities. The project's outcomes have the potential to be applied to different climate zones and urban structures, utilizing various tree species to enhance the accuracy of the prediction stage and support UGI planning in diverse contexts.",213,./thumbnail/urban-green-tum.jpg,https://www.arc.ed.tum.de/en/gtla/forschung/designing-ugis-as-dynamic-processes/,2024
0,A Dive into Spatial Search Algorithms: Searching through millions of points in an instant,Vladimir Agafonkin,"Vladimir Agafonkin, a software engineer at Mapbox, has developed a series of ultra-fast JavaScript libraries for efficient spatial indexing and search. These libraries, including rbush, rbush-knn, kdbush, and geokdbush, are designed to process and display large-scale spatial data with exceptional performance. Spatial indices, a family of algorithms that organize geometric data for quick retrieval, form the foundation of these libraries and are crucial for handling complex queries on millions of objects within milliseconds. Agafonkin's work has been instrumental in optimizing Mapbox's mapping platform, enabling features such as real-time traffic data generation for navigation services and efficient label placement on maps. The libraries utilize the ""branch and bound"" principle, arranging data in a tree-like structure that allows for rapid search by discarding irrelevant branches. By leveraging spatial indices, these high-performance JavaScript libraries have the potential to revolutionize the way spatial data is processed and visualized across various domains, from geospatial databases to client-side applications. Agafonkin's expertise in software performance optimization and his contributions to the field of spatial data processing have positioned him as a leading figure in the development of cutting-edge geospatial technologies.",182,./thumbnail/spatial-search-algos.jpg,https://blog.mapbox.com/a-dive-into-spatial-search-algorithms-ebd0c5e39d2a,2017
0,“Planting Grass” and RED: How E-commerce in China is Interweaved with Social Media,"Meng Liang, Han Su","Emergence of RED, a hybrid social media and e-commerce platform in China, and its role in popularizing the concept of ""zhongcao"" (planting grass), which refers to the effect of wanting to purchase a product after seeing it owned by others or advertised. The article traces RED's history from its beginnings as a series of PDF documents providing guidance for overseas shopping and travel to its transformation into a social e-commerce platform. It highlights the importance of user-generated content (UGC) and social networks in RED's business model, as well as the platform's transition from selling tangible commodities to promoting brands through Key Opinion Leaders (KOLs). The article also draws parallels between RED's marketing strategy and that of Amway, a multilevel marketing company that relied on interpersonal social networks for advertising. The success of RED is attributed to its ability to leverage the characteristics of social media, such as the influence of celebrities and online personalities, and the use of informal language to promote products. The article provides insights into the evolving landscape of e-commerce and consumerism in China, and the role of social media in shaping consumer behavior.",186,./thumbnail/ecom-china-social.jpg,https://globalmedia.mit.edu/2019/12/01/2058/,2019
0,Rest of World Publication,,"Rest of World is a nonprofit publication that aims to reshape the global conversation about technology by focusing on the experiences of people in underrepresented and underestimated regions. The organization's name, ""Rest of World,"" highlights the Western-centric worldview that often overlooks the insights, opportunities, and nuances of tech users outside wealthy Western countries. Through on-the-ground reporting, Rest of World connects the dots across a rapidly evolving digital landscape, spotting trends and connections that transcend borders and languages. The publication prioritizes hiring local journalists, ensuring that complex situations are accurately interpreted by those who understand them best. Rest of World holds companies, executives, and policymakers accountable for the impact of their decisions on users worldwide, challenging stereotypes and focusing on the diverse experiences of communities often reduced to flat stereotypes in Western media. With an innovative, immersive site experience and mobile-first design, Rest of World strives to bring readers into the heart of the story, making it easy for them to understand the perspectives of the people they write about, even in places where data and internet access are limited.

",178,./thumbnail/restofworld.jpg,https://restofworld.org/,
0,Designer Paul Rand Introducing NeXT Computers' visual identity,Paul Rand,"Paul Rand, the legendary American graphic designer, created a remarkable 100-page proposal book for the NeXT logo, meticulously guiding the reader through his conceptual process. NeXT, founded by Apple's co-founder Steve Jobs in 1985, developed computer workstations for the higher education and business markets. Rand's presentation book, a signature element of his design process, aimed to convince the client that the proposed idea was the ideal direction. In the book, Rand emphasized that a logo need not explicitly depict the business it represents, citing the IBM and ABC symbols as examples where graphic devices like stripes and circles serve as mnemonic factors. For the NeXT logo, Rand chose the letter ""e"" as the mnemonic factor, creating a memorable and distinctive design. Jobs was thrilled with the result, praising Rand's singular vision and unwavering confidence in his solution. The NeXT logo stands as a testament to Rand's design prowess and his ability to persuade clients through a carefully crafted narrative. The collaboration between Rand and Jobs exemplifies the power of a strong designer-client relationship in creating iconic and enduring brand identities.",179,./thumbnail/rand-next.jpg,https://www.logodesignlove.com/next-logo-paul-rand,1986
0,"How Cybernetics Connects Computing, Counterculture, and Design",Walker Art Center,"Cybernetics, a multidisciplinary field that emerged in the 1940s, has had a profound impact on the development of personal computers, the 1960s counterculture, and the design methods movement. By viewing the world through the lens of information, communication channels, and their organization, cybernetics bridged the gap between humans and machines, systems, and each other. The field's focus on feedback loops and error correction found practical applications in automatic controls for various vehicles during World War II. Cybernetics was founded by a diverse group of scientists, including an engineer, a physiologist, and a mathematician, highlighting its multidisciplinary nature. The post-war era in the United States was characterized by a technology-induced euphoria, with cybernetics and systems thinking playing a crucial role in shaping the optimistic visions of the future. However, despite its initial popularity and influence, cybernetics peaked around 1970 and subsequently declined, with its ideas being absorbed into various fields without retaining a distinct identity. Nonetheless, the legacy of cybernetics lives on in ongoing discussions about knowledge representation, human-computer interaction, and the organization and accessibility of information in the digital age.

",179,./thumbnail/cc-walker.jpg,https://arena-attachments.s3.amazonaws.com/3808952/28d8ccb1f689a110e08fc83161ec6341.pdf?1551934074,2015
